"wavelength","A001","A002","A003","A004","A005","A006","A007","A008","A009","A010","B001","B002","B003","B004","B005","B006","B007","B008","B009","B010","B011","B012","B013","B014","C001","C002","C003","C004","C005","C006","C008","G001","G002","G003","G004","G005","L001d","L001u","L002","L003","R001","R002","R003","R004","R005","R006","R007","R008","R009","R010","R012","R013","S001","S002","S003","S004","S005","V001","V002","V003","V004","V005","V006","X001","X002","X003","Z001","Z002","Z003","Z004","Z005","Z006","Z007","Z008"
11.7185403479891,0.953551031731835,0.962130748735924,0.95364961288092,0.957965288877814,0.953586990161795,0.95111695760924,0.96564914022031,0.962988526816487,0.956865458388152,0.965526374776692,0.963960694479772,0.963926924543864,0.954220206622778,0.945109700547789,0.961943821260108,0.947227417587013,0.964432310496176,0.96505447863818,0.966594417165771,0.939216184429323,0.966232384712036,0.960481880137451,0.957773156867807,0.963002606520212,0.944506494558457,0.955389927399083,0.939799914621942,0.960202551492169,0.939619854436767,0.945740616164683,0.961564839338039,0.941644206725123,0.961246156414249,0.952555025352725,0.944458545965876,0.953335324866266,0.943819477484929,0.945248456423729,0.953839638002586,0.961058558468941,0.959924238539043,0.95351333767458,0.958976204394795,0.964689354190118,0.969527800096601,0.962899835001339,0.936014923938159,0.957318010423142,0.962514474892038,0.965454338243617,0.961091674018598,0.96438629431379,0.955445401313494,0.963192108488094,0.956238767935879,0.93173177747059,0.943295717017583,0.950835671848946,0.947480310839057,0.948655610480182,0.95196653627421,0.954345070980766,0.946472445708876,0.953529183035522,0.958267052694816,0.967611749646525,0.473745636086526,0.146221746311005,0.945581098967669,0.953654850914167,0.949885817836173,0.828927645061085,0.887680486864546,0.969485335496128
11.7317965368136,0.953296869631084,0.96231277797272,0.955200884304912,0.957736764000952,0.954167544026066,0.952208465825143,0.966111915725005,0.963321116661394,0.957579406125805,0.964829955933389,0.96360416807306,0.964574574526313,0.954400109070866,0.946222825719683,0.962094633576764,0.946712300524922,0.965938586566816,0.965475702223621,0.967031571865373,0.939204415936873,0.966935000793357,0.959506016656654,0.959120667453559,0.963428376421738,0.945539401689995,0.955862952801412,0.94100836450021,0.96204214115057,0.941639944670233,0.946310264153344,0.962655940620205,0.943250481483897,0.962437528434881,0.953267054872563,0.945018809675515,0.953115428546139,0.944455718559318,0.946044162804747,0.953834157731221,0.959175003343937,0.960196041973288,0.955173106075347,0.959316899844731,0.965781175124801,0.968396294784995,0.962841903177354,0.935956442658995,0.956173631628952,0.96250379203265,0.966740173398374,0.962238080863743,0.962962035303937,0.95493713233654,0.965159751619869,0.956788604407701,0.934381820672353,0.942976381431928,0.950246371391221,0.947215727961178,0.948912379716729,0.953367404334474,0.951735148524688,0.94377832585291,0.953335299783205,0.957948215492028,0.967630455691168,0.471320645862149,0.144821325270599,0.947963248711528,0.955980847813497,0.948369937816037,0.830897488614209,0.889213057386151,0.970754239337477
11.7450828887496,0.952949057823923,0.962541692542949,0.956878623681356,0.957489510322554,0.9545677078002,0.95297935329132,0.965410058496776,0.964617481530993,0.95827976863973,0.964070048763615,0.963603407010633,0.964707423861113,0.954301308957599,0.94770286866794,0.962852080491638,0.945765456112524,0.967403874637482,0.965155037777407,0.966897744809279,0.93890756625431,0.966972439960286,0.959844617184094,0.961042458577232,0.96391464904714,0.946902738050526,0.955917620959733,0.942480074129101,0.964355959103795,0.942512930195794,0.947269702108262,0.963984264787237,0.944921751912594,0.964507914715627,0.953399153148886,0.945685930537355,0.952910700810653,0.944765689541246,0.946622159434876,0.953253195178716,0.956935392525127,0.960273569840488,0.956011478441504,0.959486541534137,0.96619202279704,0.968044250878781,0.962900823446884,0.935555307835179,0.955035229506678,0.962714933038987,0.967533234981602,0.962675400498576,0.96174520111288,0.954598153070671,0.966158871188391,0.957340325305474,0.937576452022142,0.942209868159804,0.94837018368908,0.945277626506398,0.949418870454241,0.953405483830387,0.949855495902368,0.938553648315027,0.953511558956968,0.958093802990018,0.968053239946469,0.46992437482478,0.14323616414084,0.951715420347146,0.958013820791172,0.948017969720129,0.831758379900067,0.891739625436961,0.972052522560764
11.7583992303422,0.951747191520755,0.963124241724464,0.957945496980464,0.957611304011322,0.95550430538384,0.953000078000487,0.964799847070878,0.966369950319561,0.95897680459343,0.963809297305587,0.964071998149204,0.96431536867909,0.953602260138512,0.94922505531997,0.96392312558636,0.946263021409172,0.968210379112096,0.964983046552836,0.966234100810654,0.939223617871316,0.967208987365528,0.960467963938241,0.963122807304004,0.964855151831978,0.947613859986016,0.955272460526522,0.943886759073628,0.966300338022928,0.94340339635661,0.948115926751034,0.965376970380753,0.946448498362142,0.965104980438486,0.953005573193798,0.946305371937547,0.953465398116139,0.944716008601854,0.946471050137002,0.952565358165239,0.95572018740679,0.960617403472861,0.956375361963527,0.958832710299066,0.966257022412259,0.96829098498512,0.963309970593673,0.935795431610842,0.954907126887572,0.963477860145431,0.967456165473359,0.962901188646482,0.961099203281686,0.954086770483912,0.965490725916153,0.958031575312315,0.940627337053457,0.941213465759692,0.946060737283269,0.945175104854504,0.951241845781946,0.954305734873663,0.948596176910014,0.932262002519767,0.95321506202588,0.957517260649156,0.96853494386069,0.468482831119915,0.142504864750056,0.955719418214636,0.959140532008071,0.948227830148302,0.831893129136982,0.892988044835581,0.972412435358363
11.7717459403898,0.951896952933463,0.964040836469723,0.958195470417197,0.958142358275361,0.95638597595579,0.952798773208661,0.964306020603838,0.969027823243924,0.958871415618314,0.9640637457892,0.964529622367622,0.963732969432917,0.953198280507104,0.949947883601404,0.965358088611536,0.948627103350582,0.967724934554593,0.964754226314176,0.96554577713266,0.940569730268236,0.967065537741129,0.960507415194556,0.96518195732286,0.966088943956408,0.948388532517314,0.954049294047128,0.944470141605814,0.967446510228804,0.944604321569089,0.949104991676335,0.966710244257666,0.947686620407156,0.964071654401204,0.951712574956484,0.946989468894101,0.954739274859687,0.944078937322026,0.945662368427449,0.952104606902596,0.954470693819585,0.96109391508269,0.956458759427491,0.958012868940645,0.965476401697057,0.968087671491179,0.964344213671018,0.93668876554753,0.955749330961218,0.964846689622604,0.966834498359242,0.962473690221017,0.961161873834714,0.952869215932997,0.96407728963716,0.95897870433468,0.942925844383617,0.941125087297506,0.944946571891523,0.947106874480076,0.953892010570441,0.954328456848571,0.948047584839909,0.930516875637689,0.952293498063375,0.957374003114764,0.968829964980214,0.466462714214665,0.143951272487211,0.958197551540225,0.959689953652551,0.94942563794817,0.831539564241148,0.894187205553457,0.972131980056824
11.7851228451153,0.952906485899359,0.96509667987154,0.958146619569265,0.958464435071167,0.956984959089513,0.952782348148993,0.964036944582991,0.97103835671399,0.958212146383977,0.964776645127978,0.964919938072545,0.963286491092464,0.953249703024238,0.950114514476855,0.966944226227741,0.951321643496095,0.966554350517249,0.96410225566666,0.964865617554939,0.942131668471465,0.96666318622789,0.960622369601537,0.965369443606687,0.966405141777485,0.950164635462497,0.953314823236495,0.944158784152265,0.968047402112575,0.945625298186312,0.949445632309457,0.967420450752373,0.948080318832918,0.963142320524767,0.951113792638449,0.947737392557685,0.955548806020139,0.943669507621656,0.94534177585665,0.951162946880763,0.953888514955078,0.961002848970346,0.955548466765831,0.958540278457317,0.965038723039504,0.967522287966829,0.965798973447073,0.936767264966458,0.95788007621304,0.965590508129183,0.96579790341122,0.963008694270524,0.961392449192153,0.951818527744937,0.964106855264345,0.960016454713594,0.944348864918046,0.941916759981818,0.944882844859684,0.947025050332912,0.955005519271407,0.950523164409661,0.948350387061415,0.933245662533221,0.952068883779692,0.958451681508786,0.969002071113755,0.464758624568426,0.145592650617814,0.960083167155955,0.960011746287678,0.951892976073279,0.830519424427207,0.895542369632484,0.97204899325684
11.7985303255088,0.953465675689421,0.964798949174034,0.959194561138729,0.959330124646692,0.957253351665089,0.952529777713618,0.964058951006774,0.971406189571085,0.957951744016387,0.965821080494004,0.965751323339253,0.963811518337458,0.954231716568647,0.95015825952974,0.968100528664002,0.953344673534534,0.965156799536527,0.963125508176141,0.964266565122047,0.943606040651724,0.96651933644007,0.961172496552015,0.964408854629363,0.965814089117326,0.952181194663602,0.953498040653616,0.943581088003231,0.968243207814762,0.946044455532055,0.949340370732203,0.967051146339947,0.947693980304037,0.962664494718697,0.95021997450542,0.948682165706085,0.95630018699616,0.94321629791085,0.945458672763871,0.949742607975387,0.953735966479074,0.960492305658927,0.954906854266783,0.960684599237443,0.965160341588574,0.966671593389348,0.967107144677895,0.93623093658602,0.959730589309561,0.965853663426469,0.965372638592617,0.965077473924456,0.961679682707443,0.952179893057452,0.964417004084127,0.961394502672738,0.944783608871039,0.943009834009794,0.946189321534539,0.946129657900786,0.955111664309174,0.948544420084034,0.949342865005572,0.934048965760266,0.952621371673258,0.959312411738959,0.969295942661754,0.463290840934155,0.147376828335211,0.962230505776513,0.960247534895594,0.953989986127701,0.829914598700318,0.896109867074482,0.971564124401795
11.8119683469959,0.953583212689414,0.96436258462408,0.960099395237903,0.960368697773606,0.957102351791709,0.952195267967526,0.964346590926088,0.970748496248975,0.957750366141512,0.966432945177922,0.966280870815202,0.964827780449022,0.955556317284739,0.950360837956347,0.96904127784727,0.955216204211149,0.964420697344067,0.962364446040163,0.963899168802325,0.943836507927819,0.965975139005316,0.96133927337784,0.964033541341776,0.964553277005914,0.953425454497649,0.954899728310351,0.942984740991558,0.967635910733653,0.946152917402248,0.949425338444063,0.966143118129824,0.947034318105221,0.961865132004908,0.949863156283748,0.949647236025547,0.956482125889007,0.943580650541529,0.945237541195631,0.948781960214005,0.953060585367519,0.959844763790171,0.955501756635335,0.963011404947648,0.965027710000597,0.966487977800911,0.968167247805267,0.935395919651735,0.961050201827177,0.96569111181342,0.964754146568881,0.966423809504955,0.962076993992777,0.953729968083668,0.96339187862809,0.962417932090113,0.9440355163645,0.944309878308485,0.949557961842668,0.946042195125735,0.955126142939782,0.949558367370113,0.950155565015121,0.932752696169941,0.953387470303322,0.95984555797929,0.970046740622886,0.463009378996974,0.149897705998531,0.964133855130813,0.959895067904659,0.951854467218022,0.830807686752331,0.89520090426265,0.971255045258989
11.8254368742097,0.953386680849029,0.963989624684848,0.958900159786,0.960587800341799,0.957074059777658,0.95178812310777,0.965635661853758,0.968603343630846,0.956999670988112,0.966537156944655,0.966662774969019,0.966056689416776,0.956629949500114,0.950040782391425,0.969686738456822,0.95705527560161,0.965058347802809,0.962524493042319,0.963877689454283,0.942997582124742,0.965020210882702,0.961400499385746,0.963345972961443,0.963684327758317,0.954187457264516,0.957005525503013,0.942367578592788,0.965986851610396,0.946513866749656,0.950219478507415,0.965436706977996,0.946407915649148,0.960516529592467,0.95083061101649,0.950279224592885,0.955294263136856,0.945930398416283,0.945632261007217,0.948186333457267,0.953577755631746,0.959855447360517,0.956443334051188,0.964692541422631,0.964932323507557,0.967038510936515,0.968795127090689,0.934585264493804,0.962971705101643,0.96506983292914,0.963827778984451,0.967085642055398,0.962501479761345,0.955250537547975,0.96284519277939,0.962887396500178,0.942349596313325,0.945519868714567,0.952241953326022,0.945612918372968,0.955068809822219,0.94925137307536,0.952212788308387,0.932102902248553,0.954030780212442,0.960323848203703,0.971377115545406,0.462838232695241,0.151780365871714,0.964649338846346,0.95888999646739,0.95050057332235,0.830495435633237,0.892437440049331,0.972428374418856
11.8389362914636,0.95347986371265,0.9632598299131,0.956421562315434,0.960406030435641,0.957270855997441,0.952133626927287,0.967344174141675,0.965538365909853,0.955622162322283,0.966847507417823,0.966979502505185,0.966643819168491,0.957699989561259,0.949011508343931,0.97024071454706,0.957454730808119,0.966104365437006,0.962984695571817,0.964439209727986,0.942416441373643,0.964305841240765,0.961435621916638,0.962584771229314,0.962683343226153,0.954324337014492,0.958205271935726,0.941444849034142,0.964132354696765,0.946610896358423,0.951153931765115,0.964691321434108,0.94649917346437,0.959532714891779,0.9520757141589,0.950262130624028,0.954650356148358,0.948371053602365,0.946196307935555,0.94897616693649,0.954947470004355,0.960153989958853,0.958022064011727,0.965620392648296,0.964942295239136,0.9664675354524,0.96859064607401,0.93521935074454,0.964159771986015,0.964330645736102,0.964075867279554,0.967496134645331,0.962529903156482,0.955769027398953,0.963470973998455,0.962910184268398,0.939892972221717,0.946598377448877,0.953490998068268,0.945376052650148,0.954406306805486,0.949358994182732,0.955093413986903,0.933577370349994,0.954443854572582,0.96101325541154,0.972311108194874,0.462060073349446,0.151934767216972,0.962510529201576,0.957356858486521,0.95257733349031,0.831636435847874,0.887139608549616,0.973430363391532
